HELI_IDENT	RMK_SEQ	REMARKS	CYCLE_DATE
GM00005	10	DEPARTURES -   1. DAYTIME CORRIDOR ALTITUDE IS 2000 FT MSL OUTBOUND.  UNAIDED NGT / NVD IS 2000 MSL.  2. BETWEEN SS AND SR CORRIDORS CHARLIE AND WINKEL ARE OUTBOUND ONLY.	200512



GM00007	1	RESTRICTED -  1.  DO NOT OVERFLY BABENHAUSEN KASERNE MISSLE SITE (SW EDGE OF APRT), NEW HOUSING  OFF W AND NE EDGE OF RWY, OR THE OPEL TEST TRACK (2.5 NM NW OF ARPT).	200512



GM00007	2	CAUTION -   1.  AHP USED BY UNCTL CIV ACFT AND GLDRS. NOISE ABATEMENT -  1.  AVOID OVFT OF ALL COMMUNITIES WITHIN THE BABENHAUSEN AREA, BLW 1500 MSL.	200512



GM00007	3	MISCELLANEOUS -   1.  FOR SPECIAL NOTES, SEE GEN DATA. ARRIVALS -  1.   ALT FOR ARR AND DEP IS AT OR ABV 1000 MSL.  2.   APCH HDG WILL BE 070 TO 330 DEGS.	200512



GM00007	4	DEPARTURES -  1.   ALT FOR ARRIVAL AND DEPARTURE IS AT OR ABV 1000 MSL.  2.   DEPARTURE HEADING WILL BE 120 TO 250 DEGREES.	200512



GM00012	1	RESTRICTED  1. AVOID OVFT OF ALL BUILT-UP AREAS IN VCNTY OF ARPT. CAUTION  1. ARPT UNATTENDED.   2. EXTV GLIDER AND CIVIL FLTS ON WKEND AND GERMANHOL. OCNL CIVIL FLTS MAY OCCUR DURING NML DUTY HRS. CTC BAMBERG INFO (CIVIL GLI	200512



GM00012	2	DER CLUB) ON 120.175 FOR ADVSY. TRAFFIC PATTERN  1. TFC PAT NW OF ARPT IS 1800 FT MSL. MISCELLANEOUS  1. FOR SPECIAL NOTES, SEE GEN DATA.	200512



GM00018	1	RESTRICTED - MINIMUM ALTITUDE OVER TOWNS AND BUILT UP AREAS IS 3000FT MSL. UH-60COPTERS USING VIP DROP-OFF PAD(S) WILL GND TAXI TO/FROM RWY. CAUTION - MODEL AIRPLANE FLIGHTS IN IMMEDIATE VICINITY NORTHEAST OF CRP PARSBERG	200204



GM00018	2	AUTOBAHN INTERSECTION. STAR CLUSTERS, ARTILLARY SIMULATORS, SMOKE AND CS GAS ARE USED EXTENSIVELY WITHIN EDR137. WARNING: EXTENSIVE JET TRAFFIC CROSSING EASTERN VFR CORRIDOR INTO/OUT OF EDR137 AT VARIOUS ALTITUDES. CAUTION: SMOKESTACK 1626	200204



GM00018	3	FT MSL (0.4 NM) AND AFN RADIO ANTENNA 1685FT MSL (0.6 NM) NE OF APPROACH END RWY27. TRAFFIC PATTERN - NVDS/NVG OPERATIONS: MAINTAIN500FT AGL ON ALL ARRIVAL/DEPARTUR	200204



GM00018	4	E ROUTES. NVDS/NVG TRAFFIC PATTERNS PERMITTED ONLY WHEN TOWER IS OPERATIONAL. TRAFFIC  PATTERN ALTITUDE 2500FT MSL RW, 3000FT FW. NON-STANDARD RIGHT TRAFFIC TO RWY 09.	200204



GM00018	5	MISCELLANEOUS - FOR SPECIAL NOTES SEE GENERAL DATA. ARRIVALS - FLIGHTS INTO EDR137;     A. TWO-WAY COMMUNICATION WITH TWR/BASE OPS REQUIRED.     B. ALL FLIGHT OPERATIONS REQUIRE BASE OPERATIONS/AVIATION OBSERVER	200204



GM00018	6	CONTROLLER TEAM BRIEFING. AIRCREWS ARRIVING WITHOUT BRIEFING MUST REPORT TO HOHENFLED AAF/BASE OPS.      C. LOCATIONS OF REPORTING POINTS:        REPORTING POINT              MGRS                  LOCATION LAT           LOCATION LONG	200204



GM00018	7	FREIHOLS QUARRY           TQ 826 759            N49  23 48.93               E012  00 13.09                 BURGENFELD                     TQ 833 559 N49  13 03.06               E012  01 26.83        KALLMUENZ	200204



GM00018	8	QV 159 498             N49  09 46.80               E011  57 41.90        AUTOBAHN CURVE           QV 066 500             N49  10 04.79               E011  50 03.61        PARSBERG                          PV 992 511             N49  10	200204



GM00018	9	49.18               E011  44 00.54        WHISKEY                             PV848 534              N49  12 19.81               E 011  32 13.75  ARR/DEP VIA CRP PARSBERG AUATOBAHN INTERSECTION REMAIN NORTH OF AUTOBAHN VICINITY OF PARSBERG	200204



GM00018	10	. OVERFLIGHT OF DARSHOFFEN AND PARSBERG PROHIBITED. REMAIN 1000M NORTH OF HACKENHOFEN.  ARR/DEP VIA CRP FREIHOLS QUARRY AT NIGHT AVOID LOW-LEVEL JET ROUTE BY MAINTAINING 500FT AGL OR 1500FT AGL. DETERMINE ACTIVITY BY CONTACTING MUENCHEN RAD	200204



GM00018	11	AR UHF 362.3. DO NOT PENETRATE ROUTE UNTIL CLEARANCE IS RECEIVED.	200204



GM00019	1	RESTRICTED - DO NOT OVERFLY THE TOWNS OF ILLESHEIM, BAD WINDSHEIM, URFERSHEIM, WESTHEIM, ICKELHEIM, ERGERSHEIM, BUCHHEIM, SCHWEBHEIM, OTTENHOFEN, MARKTBERGEL, SONTHEIM, OHRENBACH, HABELSEE, MOERLBACH, WIEBELSHEIM, AND STORCK BARRACKS HOUSIN	200204



GM00019	2	G AREAS. CAUTION - SMALL ARMS RANGE AT 32UPV008767. TRAFFIC PATTERN - SOUTH TRAFFIC ONLY. TRAFFIC PATTERN 1600FT MSL, WHEN LANDING R	200204



GM00019	3	WY 24 TURN BASE AT OR BEFORE HIGH TENSION WIRES .5KM NE. MISCELLANEOUS - PARKING AREAS FOR TRANSIENT AIRCRAFT ARE INDICATED BY 'T' ON THEAIRFIELD SKETCH. FOR SPECIAL NOTES, SEE GENERAL DATA.  LOCATION OF REPORTING PO	200204



GM00019	4	INTS:  REPORTING POINT       GRID                   ALTITUDE                LAT LONG  ECHO                          32UPV09678453      1411                   N49 30 12.52  E010 30 53.12  NOVEMBER               32UNV97498925      1168	200204



GM00019	5	N49 32 52.81  E010 20 51.88  WHISKEY                   32UNV890480901355                  N49 28 27.17  E010 13 44.67  SIERRA 32UNV99347624       1398                  N49 25 50.56  E010 22 12.15  INT	200204



GM00019	6	ERSECTION        32UNV98168048       1060                  N49 28 08.51  E010 2117.37  LAKE                           32UNV97158726       1138 N49 31 48.58  E010 20 33.20  TREES                       32UNV97168158        1	200204



GM00019	7	109                 N49 28 44.70  E010 20 28.67 ARRIVALS -   ECHO  INBOUND LDG 24 - AFTER PASSING CRP ECHO, CONTINUE DIRECT TO AIRFIELD HEADING 249 DEG, MAINTAINING GROUND TRACK WELL CLEAR TO THE NORTH OF ICK	200204



GM00019	8	ELHEIM. MAINTAIN 2200 MSL UNTIL PAST ICKELHEIM.  INBOUND LDG 6 - AFTER PASSING CRP ECHO, FLY HEADING 235 DEG TO MAINTAIN GROUND TRACK WELL CLEAR TO THE SOUTH OFICKELHEIM. MAINTAIN 2200 MSL UNTIL PAST ICKELHEIM. AFTER PASSING ICKELHEIM, FLY	200204



GM00019	9	HEADING 265 DEG MAINTAINING GROUND TRACK BETWEEN TOWNS OF URFERSHEIM AND WESTHEIM TO ENTER RIGHT DOWNWIND.  WHISKEY  INBOUND 06/24 - AFTER PASING CRP WHISKEY, PROCEED DIRECT TO NCRP INTERSECTION. PASS ABEAM NCRP INTERSECTION TO THE SOUTHWE	200204



GM00019	10	ST. MAINTAIN 2200 MSL UNTIL PASSING NCRP INTERSECTION, THEN DIRECT TO RUNWAY 06 OR LEFT DOWNWIND TO LAND RUNWAY 24.  NOVEMBER  INBOUND 06/24 - AFTER PASSING CRPNOVEMBER, PROCEED DIRECT TO NCRP LAKE, THEN TO NCRP TREES, THEN TO NCRP INTERSE	200204



GM00019	11	CTION. PASS ABEAM NCRP INTERSECTION TO THE SOUTHWEST DIRECT TO RUNWAY 06 OR LEFTDOWNWIND TO RUNWAY 24. MAINTAIN 2200 MSL FROM CRP NOVEMBER UNTIL PASSING NCRP INTERSECTION.  SIERRA  INBOUND - AFTER PASSING CRP SIERRA, PROCEED DIRECT TO TRAF	200204



GM00019	12	FIC PATTERN WHILE REMAINING CLEAR OF MARKTBERGEL. MAINTAIN 2200 MSL FROM CRP SIERRA UNTIL ESTABLISHED IN TRAFFIC PATTERN. DEPARTURES -   ECHO   OUTBOUND DEP 24 - LEFT DOWNWIND DEPARTURE MAINTAINING GROU	200204



GM00019	13	ND TRACK HEADING 085 DEG TO FLY BETWEEN TOWNS OF URFERSHEIM AND WESTHEIM WHILE CLIMBING TO 2000 MSL PRIOR TO ABEAM ICKELHEIM, CONTINUE ON DOWNWIND GROUND TRACK THAT WILL CLEAR ICKELHEIM WELL TO THE SOUTH. AFTER PASSING ICKELHEIM, FLY HEADIN	200204



GM00019	14	G 055 DEG TO CONTINUE DIRECT TO CRP ECHO.  OUTBOUND DEP 06 - FLY HEADING 069 DEGWHILE CLIMBING TO 2000 MSL PRIOR TO ABEAM ICKELHEIM. MAINTAIN GROUND TRACK THATWILL CLEAR ICKELHEIM TO THE NORTH. AFTER PASSING ICKELHEIM, CONTINUE DIRECT TO	200204



GM00019	15	CRP ECHO.  WHISKEY  OUTBOUND 06/24 - DEPART TRAFFIC TO NCRP INTERSECTION WHILE CLIMBING TO 2000 MSL. PASS NCRP INTERSECTION TO THE NORTHEAST. AFTER PASSING NCRPINTERSECTION, PROCEED DIRECT TO CRP WHISKEY. MAINTAIN 2000 MSL UNTIL PASSING CR	200204



GM00019	16	P WHISKEY.   NOVEMBER  OUTBOUND 06/24 - DEPART TRAFFIC TO VICINITY OF NCRP INTERSECTION WHILE CLIMBING TO 2000 MSL. PASS NCRP INTERSECTION TO THE NORTHEAST. AFTER PASSING NCRP INTERSECTION, PROCEED DIRECT TO NCRP TREES, THEN TO NCRP LAKE, T	200204



GM00019	17	HEN TO CRP NOVEMBER. MAINTAIN 2000 MSL UNTIL PASSING CRP NOVEMBER.  SIERRA  OUTBOUND - DEPART TRAFFIC DIRECT TO CRP SIERRA WHILE CLIMBING TO 2000 MSL. REMAIN CLEAR OF MARKTBERGEL.	200204



GM00085	1	RESTRICTED - DO NOT OVERFLY THE TOWN OF ROTH, ROTTENBACH AND UNTERSTEINBACH. MISCELLANEOUS - FOR SPECIAL NOTES, SEE GENERAL DATA.	200205



GM00357	1	RESTRICTED - ENTRY INTO GRAFENWOHR TRAINING AREA NOT AUTHORIZED DIRECTLY FROM VILSECK CANTONEMENT AREA. DO NOT OVERFLY BUILT UP AREAS, ASP VILSECK (QA 030027) OR CITIES OF FREIHUNG, VILSECK, OR SURGHOF.	200208



GM00357	2	CAUTION - CAUTIONS: 300FT TWR 0.25NM N VILSECK. MISCELLANEOUS - CONTACT GAAF TWR/ADVSY AT VFR REPORTING POINTS AND PRIOR TO LANDING. LIGHTING/GENERAL INFORMATION AVAILABLE THROUGH GRAF OPS 475-8370. IF DISORI	200208



GM00357	3	ENTED TURN AWAY FROM KNOWN OBSTACLES, FLY SOUTH AND AVOID TOWER N OF VILSECK. FOR SPECIAL NOTES, SEE GENERAL DATA. TRANSITIONS -   VILSECK MAIN PAD (QA 02520344) -   1. APP/DEP ZONE SMALLER THAN	200208



GM00357	4	STANDARD, MARKING AND LIGHTING NON-STANDARD.  2. GROUND SLOPES DOWN AROUND PAD. 3. AIRCRAFT DESIRING TO STOP OR TERMINATE MUST CONTACT GAAF TOWER FOR SPECIAL INSTRUCTIONS.  VILSECK MEDEVAC PAD (QA 01760228) -   1. FOR MEDEVAC AND MEDEV	200208



GM00357	5	AC ORIENTATION ONLY.  2. PAD IS SMALLER THAN STANDARD.  3. GROUND SLOPES DOWNWARD AROUND PAD.  4. CONTACT GAAF TOWER FOR SHUTDOWN OR TERMINATION.	200208



GM01853	1	RESTRICTED - JET AIRCRAFT AND FIXED WING AIRCRAFT OF MORE THAN 12,600 LBS SHALL USE STANDARD INSTRUMENT ARRIVAL AND DEPARTURE ROUTES. AVOID OVERFLYING THE PRISON LOCATED AT MA780554, 0.5 NM NNW OF THE 97TH GENERAL HOSPITAL AND THE COMMUNITI	200204



GM01853	2	ES OF GATEWAY GARDENS, KELSTERBACH, ZEPPELINHEIM, WALLDORF, SCHWANHEIM, OR RHEINMAIN AB, BELOW 1300 FEET MSL. CAUTION - CONTROLLED AIRPORT TRAFFIC AT EGELSBACH AT 1300 FEET MSL.	200204



GM01853	3	TRAFFIC PATTERN - ARRIVALS AND DEPARTURES SHALL BE EXECUTED ALONG THE DEPICTED ROUTES. POSITION POINTS SHALL BE MADE OVER THE INDICATED COMPLUSORY REPORTING POINTS, UNLESS OTHERWISE INSTRUCTED BY ATC. CLEARANCE FOR SOUTHERN VFR DEPARTURES T	200204



GM01853	4	O CROSS EGELSBACH CTLZ ALONG THE AUTOBAHN AT 1500 FEET MSL CAN BE CONSIDERED ISSUED. MISCELLANEOUS - IN THE EVENT OF RADIO COMMUNICATIONS FAILURE, PROCEED AS OUTLINE	200204



GM01853	5	D IN THE NATIONAL AND/OR FIR OR UIR PROCEDURES. ENROUTE FLIP. FOR SPECIAL NOTES,SEE GENERAL DATA. ARRIVALS - INITIAL RADIO CONTACT WITH FRANKFURT TOWER SHALL BE ESTABLISHED AT LE	200204



GM01853	6	AST 5 MINUTES PRIOR TO CRPS. IF INSTRUCTED BY FRANKFURT TOWER TO HOLD OUTSIDE THE AIRPORT TRAFFIC PATTERN, THE PILOT SHALL AWAIT FURTHER INSTRUCTIONS IN ONE OF THE DEPICTED HOLDING PATTERNS. VFR ARRIVALS USING THE SOUTHERN ROUTE WILL CONTAC	200204



GM01853	7	T EGELSBACH PRIOR TO ENTERING EGELSBACH CTLZ. DEPARTURES - PRIOR TO ENGINES START CONTACT FRANKFURT GROUND CONTROL THEN THE MILITARY RAMP CONTROL. EXPECT CLEARANCE ON INITIAL CONTACT WITH GROUND CONTROL. GI	200204



GM01853	8	VE MILITARY RAMP CONTROL PARKING LOCATION AND DEPARTURE RUNWAY. PILOT UNABLE TO FOLLOW THE DEPICTED DEPARTURE PROCEDURE (DUE TO THE PERFORMANCE CRITERIA OF HIS AIRCRAFT) SHALL USE ONE OF THE INBOUND ROUTES SHOWN ON THE 'TERMINAL' AREAS-ENAM	200204



GM01853	9	E CHART T-2 (FRANKFURT AREA ARRIVAL). ESTABLISH INITIAL RADIO CONTACT WITH FRANKFURT APPROACH CONTROL AT LEAST 30 NM FROM AIRPORT. TRANSITIONS - TO TRANSITION THROUGH THE FRANKFURT CONTROL ZONE VIA AUTOBAHN 66 B	200204



GM01853	10	ETWEEN WEISBADEN AND CRP NOVEMBER, CONTACT FRANKFURT RADAR ON 119.15 OR 356.3. TRANSITION WILL BE AT OR BELOW 1500 FEET MSL. ENROUTE WEISBADEN CONTACT WEISBADENTOWER 142.35/278.15 AT CRP WEILBACH. SEE THE WEISBADEN AB AAF PUBLISHED VFR ARR	200204



GM01853	11	IVAL AND DEPARTURE ROUTES FOR CONTINUATION OF THE TRANSITION ROUTE.	200204



GM02973	1	RESTRICTED - EXCEPT IN EMERGENCIES, OVERFLIGHT OF ALL COMMUNITIES WITHIN CONTROLZONE AND LOCAL AREA IS PROHIBITED BELOW 1500FT MSL. ALL INADVERTENT OR SAFETY RELATED OVERFLIGHTS WILL BE REPORTED IMMEDIATELY TO HANAU BASE OPS.  NO-FLY AREAS	200406



GM02973	2	.     A. RONNENBURG CASTLE (NA044654) 1 KM RADIUS TO 1500FT AGL.     B. TOWM OFLIMESHAIN (COMMUNITIES OF WALDSIEDLUNG, ROMMELHAUSEN, HIMBACH AND HAINCHEN) (MA970700 - NA010670 - MA970670) TO 1500FT MSL.	200406



GM02973	3	CAUTION - A. MONITOR VHF 122.1 ON WEEKENDS AND U. S. HOLIDAYS. B. GLIDER TRAFFIC NEAR LANGENSELBOLD (NA046585) AND GELNHAUSEN (NA125608) DURING VMC.	200406



GM02973	4	TRAFFIC PATTERN - TRAFFIC PATTERN ALTITUDE R/W 800FT AGL /80 KTS, F/W 1300FR MSL. DURING TRAFFIC PATTERN TRAINING, R/W SOUTH, F/W NORTH UNLESS OTHERWISE DIRECTED BY TOWER.	200406



GM02973	5	MISCELLANEOUS - FOR SPECIAL NOTES, SEE GENERAL DATA. ARRIVALS - ARRIVING AIRCRAFT MAINTAIN 1500FT MSL UNTIL PATTERN ENTRY.  ARRIVALS FOR DAYTIME OPERATIONS ONLY (SUNRISE TO SUNSET). CONTACT TWR PRIOR TO CONTROL ZO	200406



GM02973	6	NE ENTRY.     A. NORTH ARRIVAL- REPORT CRP STAMP ( SMALL STAND OF TREES) AN  PROCEED VIA CRP TREES (WEST EDGE OF TREE LINE) FOR INSTRUCTIONS ON PATTERN ENTRY AND LANDING.     B. SOUTH ARRIVAL-REPORT CRP ALZENAU (AUTOBAHN CLOVERLEAF) AND PRO	200406



GM02973	7	CEED VIA CRP WOLFGANG (LARGE HIGHWAY INTERSECTION) FOR INSTRUCTIONS ON PATTERN ENTRY AND LANDING.     C. EAST ARRIVAL-REPORT CRP OVERPASS FOR INSTRUCTIONS ON PATTERN ENTRY AND LANDING.     D. WEST ARRIVAL- REPORT CRP GOLF COURSE FOR INSTRUC	200406



GM02973	8	TIONS ON PATTERN ENTRY AND LANDING.  ARRIVAL PROCEDURES FOR NIGHTTIME OPR (SUNSET TO SUNRISE)-EAST ARRIVALS NOT AUTHORIZED FOR ANY AIRCRAFT.  TO DECREASE GROUNDDELAYS, ARRIVING AIRCREWS SHOULD STATE INTENTIONS ON INITAL CONTACT WITH TOWER.	200406



GM02973	9	ALL TENANT PARKING AREAS OFF LIMITS TO TRANSIENT AIRCAFT. TRANSIENT R/W (INCLUDING AIRCREWS USING SFTS) USE TRANSIENT PARKING AREA EAST OF TOWER RAMP. TRANSIENT F/W CREWS CONTACT BASE OPS FOR PARKING. LIMITED PARKING/SERVICES AVAILABLE.	200406



GM02973	10	DEPARTURES - DEPARTING AIRCRAFT ATTAIN 1500FT MSL AS SOON AS POSSIBLE AFTER TAKE-OFF.  DEPARTURES FOR DAYTIME OPERATIONS ONLY (SUNRISE TO SUNSET). ALL DEPARTURE	200406



GM02973	11	S PROCEED AS DIRECTED BY HANNAU TWR TO APPROPRIATE CRP FOR CONTROL ZONE DEPARTURE.       REPORTING POINT                MGRS                 LOCATION LAT LOCATION LONG         STAMP                                  MA 952 645	200406



GM02973	12	N50 13 57.50                    E008 55 57.72         TREES MA 979 606           N50 11 51.29                    E008 58 14.09 ALZENAU                              NA 022 497           N50 05 58.37	200406



GM02973	13	E009 01 50.75  ALL TRANSIENT AIRCREWS REPORT TO BASE OPS FOR NOISE ABATMENT BRIEFING PRIOR TO CONDUCTING TRAINING IN THE CONTROL ZONE.  DEPARTURES FOR NIGHTTIME OPR ( SUNSET TO SUNRISE) AS LISTED ABOVE WTIH THE FOLLOWING EXCEPT	200406



GM02973	14	IONS.     A. NORTH DEPARTURES NOT AUTHORIZED FOR ANY AIRCRAFT.     B. EAST DEPARTURE- ONE-WAY TRAFFIC OUTBOUND VIA CRP OVERPASS. MAX 100 KIAS         WOLFGANG MA 987 538           N50 08 11.13              E008 58 5	200406



GM02973	15	4.52         OVERPASS                           NA 004 637           N50 13 31.67                    E009 00 20.20'         GOLF COURSE                   MA 925558           N50 09 15.72                    E 008 53 42.06         TRACKS	200406



GM02973	16	NA 089 652           N50 14 20.00                  E009 07 29.31	200406



GM03600	1	TRAFFIC PATTERN - FLY ALL ROUTES AT 2500 MSL OR BELOW. OVERFLYING OF THE SECTOR BOUNDARIES WITHIN BERLIN CTR WITHOUT CLEARANCE IS NOT ALLOWED. ARRIVALS - ALL ARRIVALS ESTABLISH CONTACT WITH TEMPELHOF TOWER (119.575) PRIOR T	200413



GM03600	2	O PASSING WHISKEY 1. ALL TRANSIENT MILITARY AIRCRAFT CONTACT FREEDOM CITY OPERATIONS (VHF 112.2 OR FM 55.90) 15 MINUTES PRIOR TO LANDING AND WHEN REQUESTING REFUELING OR PARKING INSTRUCTIONS. AIRCRAFT DESIRING TO STOP AT MCNAIR BARRACKS CON	200413



GM03600	3	TACT TEMPELHO TOWER FOR INSTRUCTIONS. OVERFLYING OF THE SECTOR BOUNDARIES WITHINBERLIN CTR WITHOUT CLEARANCE IS NOT ALLOWED. DEPARTURES - DEPARTING AIRCRAFT CONTACT TEMPELHOF GROUND CONTROL (121.95) FOR PE	200413



GM03600	4	RMISSION TO ENGINE START PRIOR TO START UP. OVERFLYING OF THE SECTOR BOUNDARIES WITHIN BERLIN CTR WITHOUT CLEARANCE IS NOT ALLOWED.	200413



GM10062	1	TRAFFIC PATTERN - MAX 2200 FT MSL. NOISE ABATEMENT -   1. AVOID OVERFLIGHT OF HATCHED AREAS UNLESS CLEARED BY TOWEROR AUTHORIZED BY MILITARY AUTHORITY.  2. ADDITIONALLY AVOID OVERFLIGHT TOWNS OF	200205



GM10062	2	BAD MERGENTHEIM AND ROTENBURG OB DER TAUBER. MISCELLANEOUS - FOR SPECIAL NOTES, SEE GENERAL DATA. ARRIVALS - ARRIVING AIRCRAFT SHALL ESTABLISH RADIO CONTACT WITH STETTEN TWR 5 MI	200205



GM10062	3	N. FROM CRP.  OUTSIDE OF TWO OPR HRS. CONTACT STETTEN INFO.	200205



GM19072	1	RESTRICTED - DO NOT OVERFLY HOSPITAL OR TOWNS OF LAUPHEIM, BURGRIEDEN, ROT, BUSSMANNHAUSEN, BAUSTETTEN, AND BALTRINGEN. TRAFFIC PATTERN - NORTH PATTERN ALT FOR F/W ACFT AND R/W ACFT WEIGHING 4400 LBS	200204



GM19072	2	OR MORE, 2800FT. SOUTH PATTERN ALT FOR F/W ACFT IS 2900FT. R/W ACFT WEIGHING LESS THAN 4400LBS, 2400FT. MISCELLANEOUS - R/W LANDING AREA FOR VFR FLIGHTS OUTSIDE OPERATING HOURS ON RWY	200204



GM19072	3	BETWEEN MIDDLE AND WEST INTERSECTIONS. FOR SPECIAL NOTES, SEE GENERAL DATA.	200204



GM21133	1	RESTRICTED - AIRSPACE F ACTIVE AS LONG AS IFR APPROACHES/DEPARTURES ARE CONDUCTED. VFR APPROACHES/DEPARTURES SHOULD AVOID THE IFR APCH/DEP SECTORS ALIGNED WITH RWY 6/24  5NM.	200208



GM21133	2	CAUTION - GLIDER FLIGHTS AND PARACHUTE JUMPING SUBJECT TO LOCAL INSTRUCTIONS. TRAFFIC PATTERN - TRAFFIC PATTERN SOUTH AT 2500 FEET. MISCELLANEOUS - FOR SPECIAL NOTES, SEE GENERAL DATA.	200208



GM21133	3	ARRIVALS - ESTABLISH RADIO CONTACT WITH BAYREUTH INFO 127.525  122.500  25NM GND-4000FT. NURNBERG INFO 127.975.	200208



GM23184	1	CAUTION - GLIDER AND PARACHUTE JUMPING ACTIVITIES AT AIRFIELD. TRAFFIC PATTERN - WHEN TOWER IS NOT OPERATIONAL, FLY TRAFFIC PATTERNS SOUTH OF AIRFIELD AT 2800FT MSL.	200204



GM23184	2	MISCELLANEOUS - FOR SPECIAL NOTES, SEE GENERAL DATA. ARRIVALS - ALL ARRIVALS MUST ESTABLISH CONTACT WITH HOF TOWER OR INFO AT LEAST 5MINUTES PRIOR TO THE COMPULSORY REPORTING POINTS (CRP).	200204



GM23911	1	CAUTION - GLIDER FLYING ON WEEKENDS AND HOLIDAYS TO 5000FT MSL WITHIN 5 NM OF AIRFIELD. TRAFFIC PATTERN - JET PATTERN EAST OF RUNWAY.	200204



GM23911	2	MISCELLANEOUS - FOR SPECIAL NOTES, SEE GENERAL DATA. ARRIVALS - ARRIVING AIRCRAFT SHALL ESTABLISH RADIO CONTACT PRIOR TO REACHING CRPNOVEMBER.	200204



GM30895	1	RESTRICTED - SOME REPORTING POINTS ARE DEPICTED OVER TOWNS FOR IDENTIFICATION PURPOSES ONLY. AIRCRAFT WILL REPORT ABEAM THESE TOWNS. AIRCRAFT WILL ADHERE STRICTLY TO PUBLISHED ROUTES DUE TO NOISE ABATEMENT PROCEDURES AND SAFETY OF FLIGHT. T	200206



GM30895	2	OWNS AND OTHER HIGHLY POPULATED AREAS WILL NOT BE OVERFLOWN UNLESS DIRECTED TO DO SO IN THE INTEREST OF SAFETY OF FLIGHT. AVIATORS ARE ASKED TO PAY PARTICULAR ATTENTION TO THE 'GENERAL DATA' SECTION OF THIS PUBLICATION.	200206



