ATS_IDENT	SEQ_NBR	DIRECTION	TYPE	ICAO	RMK_SEQ	REMARK	CYCLE_DATE
R15	90	E	W	EDLL	1	Flights to/from EDXW,  planned along R15, shall be conducted via BASUM-WSR-OSTOR-MELDU. Between NOR and HMM- only for overflights at FL120 or below; exception -for destn EDLL, EDGS, also available above FL120.	200603
R15	100	E	W	EDLL	1	Flights to/from EDXW,  planned along R15, shall be conducted via BASUM-WSR-OSTOR-MELDU. Between NOR and HMM- only for overflights at FL120 or below; exception -for destn EDLL, EDGS, also available above FL120.	200603
R15	110	E	W	EDLL	1	Flights to/from EDXW,  planned along R15, shall be conducted via BASUM-WSR-OSTOR-MELDU. Between NOR and HMM- only for overflights at FL120 or below; exception -for destn EDLL, EDGS, also available above FL120.	200603
R15	120	E	W	EDWW	1	Flights to/from EDXW,  planned along R15, shall be conducted via BASUM-WSR-OSTOR-MELDU. Between NOR and HMM- only for overflights at FL120 or below; exception -for destn EDLL, EDGS, also available above FL120.	200603
R15	130	E	W	EDWW	1	Flights to/from EDXW,  planned along R15, shall be conducted via BASUM-WSR-OSTOR-MELDU. Between NOR and HMM- only for overflights at FL120 or below; exception -for destn EDLL, EDGS, also available above FL120.	200603
R15	140	E	W	EDWW	1	Flights to/from EDXW, EDHK planned along R15, shall be conducted via BASUM-WSR-OSTOR-MELDU.	200603
R15	9860	W	W	EDWW	1	Flights to/from EDXW, EDHK planned along R15, shall be conducted via BASUM-WSR-OSTOR-MELDU.	200603
R15	9870	W	W	EDWW	1	Flights to/from EDXW,  planned along R15, shall be conducted via BASUM-WSR-OSTOR-MELDU. Between NOR and HMM- only for overflights at FL120 or below; exception -for destn EDLL, EDGS, also available above FL120.	200603
R15	9880	W	W	EDWW	1	Flights to/from EDXW,  planned along R15, shall be conducted via BASUM-WSR-OSTOR-MELDU. Between NOR and HMM- only for overflights at FL120 or below; exception -for destn EDLL, EDGS, also available above FL120.	200603
R15	9890	W	W	EDLL	1	Flights to/from EDXW,  planned along R15, shall be conducted via BASUM-WSR-OSTOR-MELDU. Between NOR and HMM- only for overflights at FL120 or below; exception -for destn EDLL, EDGS, also available above FL120.	200603
R15	9920	W	W	EDLL	1	Flights to/from EDXW,  planned along R15, shall be conducted via BASUM-WSR-OSTOR-MELDU. Between NOR and HMM- only for overflights at FL120 or below; exception -for destn EDLL, EDGS, also available above FL120.	200603
R15	9930	W	W	EDLL	1	Flights to/from EDXW,  planned along R15, shall be conducted via BASUM-WSR-OSTOR-MELDU. Between NOR and HMM- only for overflights at FL120 or below; exception -for destn EDLL, EDGS, also available above FL120.	200603
R15	9940	W	W	EDLL	1	Flights to/from EDXW,  planned along R15, shall be conducted via BASUM-WSR-OSTOR-MELDU. Between NOR and HMM- only for overflights at FL120 or below; exception -for destn EDLL, EDGS, also available above FL120.	200603
R15	9950	W	W	EDLL	1	Flights to/from EDXW,  planned along R15, shall be conducted via BASUM-WSR-OSTOR-MELDU. Between NOR and HMM- only for overflights at FL120 or below; exception -for destn EDLL, EDGS, also available above FL120.	200603
R15	9960	W	W	EDLL	1	Flights to/from EDXW,  planned along R15, shall be conducted via BASUM-WSR-OSTOR-MELDU. Between NOR and HMM- only for overflights at FL120 or below; exception -for destn EDLL, EDGS, also available above FL120. Flights to/from EDXW,  planne	200603
R15	9960	W	W	EDLL	2	d along R15, shall be conducted via BASUM-WSR-OSTOR-MELDU. Between NOR and HMM- only for overflights at FL120 or below; exception - for destn EDLL, EDGS, also available above FL120.	200603
R15	9970	W	W	EDLL	1	Flights to/from EDXW,  planned along R15, shall be conducted via BASUM-WSR-OSTOR-MELDU. Between NOR and HMM- only for overflights at FL120 or below; exception -for destn EDLL, EDGS, also available above FL120. Flights to/from EDXW,  planne	200603
R15	9970	W	W	EDLL	2	d along R15, shall be conducted via BASUM-WSR-OSTOR-MELDU. Between NOR and HMM- only for overflights at FL120 or below; exception - for destn EDLL, EDGS, also available above FL120.	200603
R15	9980	W	W	EDLL	1	Flights to/from EDXW,  planned along R15, shall be conducted via BASUM-WSR-OSTOR-MELDU. Between NOR and HMM- only for overflights at FL120 or below; exception -for destn EDLL, EDGS, also available above FL120. Between NOR and KENUM only fo	200603
R15	9980	W	W	EDLL	2	r; Dep/destn EDDK, EDKB, EDDL, with dep/destn EBBR, EBMB, EBAW, EBCV, EBCI, EBLG, ELLX, max FL160; overflights to/from other dep/destn at max FL120.	200603
R15	9990	W	W	EBBU	1	ABV FL95 not AVBL for TFC DEST EBAW, EBBR/EBMB, EBCI AND EBCV, except for flights departing from EDDK AND EDKB (FL160 MAX).	200508
R17	10	E	W	LFBB	1	On ATC instruction only.	200411
R17	20	E	W	LFBB	1	On ATC instruction only.	200411
R17	30	E	W	LFBB	1	On ATC instruction only.	200411
R17	40	E	W	LFBB	1	On ATC instruction only.	200411
R17	50	E	W	LFBB	1	On ATC instruction only.	200603
R17	90	E	W	LFMM	1	On ATC instruction only.	200603
R17	9910	W	W	LFMM	1	On ATC instruction only.	200603
R17	9950	W	W	LFBB	1	On ATC instruction only.	200603
R17	9960	W	W	LFBB	1	On ATC instruction only.	200411
R17	9970	W	W	LFBB	1	On ATC instruction only.	200411
R17	9980	W	W	LFBB	1	On ATC instruction only.	200411
R17	9990	W	W	LFBB	1	On ATC instruction only.	200411
R211	90	E	W	UNLL	1	ATC IN ENGLISH IS NOT PROVIDED FROM DOLIR CRP TO RI NDB ALTS FL197/FL187.	200508
R211	100	E	W	UNII	1	ATC IN ENGLISH IS NOT PROVIDED FROM DOLIR CRP TO RI NDB ALTS FL197/FL187.	200509
R211	110	E	W	UNII	1	ATC IN ENGLISH IS NOT PROVIDED FROM DOLIR CRP TO RI NDB ALTS FL197/FL187.	200509
R211	120	E	W	UNII	1	ATC IN ENGLISH IS NOT PROVIDED FROM DOLIR CRP TO RI NDB ALTS FL197/FL187.	200509
R211	130	E	W	UNKB	1	ATC IN ENGLISH IS NOT PROVIDED FROM DOLIR CRP TO RI NDB ALTS FL197/FL187.	200509
R211	160	E	W	UIKK	1	UIKK CRP TO AMBAR CRP 10 MIN LONGITUDINAL SEPARATION BTN ACFT AT CO-ALT.	200509
R211	170	E	W	UIKB	1	UIKK CRP TO AMBAR CRP 10 MIN LONGITUDINAL SEPARATION BTN ACFT AT CO-ALT.	200509
R211	180	E	W	UIAM	1	UIKK CRP TO AMBAR CRP 10 MIN LONGITUDINAL SEPARATION BTN ACFT AT CO-ALT.	200509
R211	190	E	W	UIAM	1	VERT LIMITS ARE FL397/FL187 AND FL528/FL430 FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC. UIKK CRP TO AMBAR CRP 10 MIN LONGITUDINAL SEPARATION BTN ACFT AT CO-ALT.	200509
R211	200	E	W	UHBI	1	VERT LIMITS ARE FL397/FL187 AND FL528/FL430 FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC. UIKK CRP TO AMBAR CRP 10 MIN LONGITUDINAL SEPARATION BTN ACFT AT CO-ALT.	200509
R211	210	E	W	UHBI	1	VERT LIMITS ARE FL397/FL187 AND FL528/FL430 FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200509
R211	220	E	W	UHBI	1	VERT LIMITS ARE FL397/FL197 AND FL528/FL430. FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200509
R211	230	E	W	UHBI	1	VERT LIMITS ARE FL397/FL197 AND FL528/FL430. FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200509
R211	240	E	W	UHBB	1	VERT LIMITS ARE FL397/FL197 AND FL528/FL430. FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200509
R211	250	E	W	UHBA	1	VERT LIMITS ARE FL397/FL197 AND FL528/FL430. FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200509
R211	260	E	W	UHHH	1	VERT LIMITS ARE FL397/FL197 AND FL528/FL430. FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200509
R211	270	E	W	UHHH	1	VERT LIMITS ARE FL397/FL99 AND FL528/FL430. FL528/FL430  AVAILABLE ON AGREEMENT WITH ATC.	200509
R211	280	E	W	UHHH	1	VERT LIMITS ARE FL397/FL99 AND FL528/FL430. FL528/FL430  AVAILABLE ON AGREEMENT WITH ATC.	200509
R211	290	E	W	UHHH	1	VERT LIMITS ARE FL331/FL187 AND FL528/FL430. FL528/FL430  AVAILABLE ON AGREEMENTWITH ATC.  WESTBOUND TRAFFIC PROHIBITED ON SEGMENT SOLAN- SORUS-KHABAROVSK BETWEEN 0200-0800 DAILY EXCEPT AIRCRAFT PROCEEDING TO LAND AT KHABAROVSK/NAVOY (UHHH	200512
R211	290	E	W	UHHH	2	), AIRCRAFT TRANSITING ALONG SOLAN-SORUS-KHABAROVSK-DIDEK-KUKAN-TYRMA, AIRCRAFT TRANSITING VIA KHABAROVSK ALONG ATS ROUTE R211 TO ATS ROUTE B150-BIRBO-REVGA.	200512
R211	300	E	W	UHHH	1	VERT LIMITS ARE FL331/FL187 AND FL528/FL430. FL528/FL430  AVAILABLE ON AGREEMENTWITH ATC.  WESTBOUND TRAFFIC PROHIBITED ON SEGMENT SOLAN- SORUS-KHABAROVSK BETWEEN 0200-0800 DAILY EXCEPT AIRCRAFT PROCEEDING TO LAND AT KHABAROVSK/NAVOY (UHHH	200512
R211	300	E	W	UHHH	2	), AIRCRAFT TRANSITING ALONG SOLAN-SORUS-KHABAROVSK-DIDEK-KUKAN-TYRMA, AIRCRAFT TRANSITING VIA KHABAROVSK ALONG ATS ROUTE R211 TO ATS ROUTE B150-BIRBO-REVGA.	200512
R211	310	E	W	UHWW	1	VERT LIMITS ARE FL331/FL187 AND FL528/FL430. FL528/FL430  AVAILABLE ON AGREEMENTWITH ATC.	200509
R211	9670	W	W	UHWW	1	Mach number .80 and more.  VERT LIMITS ARE FL397/FL237 AND FL528/FL430. FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200509
R211	9680	W	W	UHWW	1	Mach number .80 and more.  VERT LIMITS ARE FL397/FL237 AND FL528/FL430. FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200509
R211	9690	W	W	UHWW	1	VERT LIMITS ARE FL331/FL187 AND FL528/FL430. FL528/FL430  AVAILABLE ON AGREEMENTWITH ATC.	200509
R211	9700	W	W	UHHH	1	VERT LIMITS ARE FL331/FL187 AND FL528/FL430. FL528/FL430  AVAILABLE ON AGREEMENTWITH ATC.  WESTBOUND TRAFFIC PROHIBITED ON SEGMENT SOLAN- SORUS-KHABAROVSK BETWEEN 0200-0800 DAILY EXCEPT AIRCRAFT PROCEEDING TO LAND AT KHABAROVSK/NAVOY (UHHH	200512
R211	9700	W	W	UHHH	2	), AIRCRAFT TRANSITING ALONG SOLAN-SORUS-KHABAROVSK-DIDEK-KUKAN-TYRMA, AIRCRAFT TRANSITING VIA KHABAROVSK ALONG ATS ROUTE R211 TO ATS ROUTE B150-BIRBO-REVGA.	200512
R211	9710	W	W	UHHH	1	VERT LIMITS ARE FL331/FL187 AND FL528/FL430. FL528/FL430  AVAILABLE ON AGREEMENTWITH ATC.  WESTBOUND TRAFFIC PROHIBITED ON SEGMENT SOLAN- SORUS-KHABAROVSK BETWEEN 0200-0800 DAILY EXCEPT AIRCRAFT PROCEEDING TO LAND AT KHABAROVSK/NAVOY (UHHH	200512
R211	9710	W	W	UHHH	2	), AIRCRAFT TRANSITING ALONG SOLAN-SORUS-KHABAROVSK-DIDEK-KUKAN-TYRMA, AIRCRAFT TRANSITING VIA KHABAROVSK ALONG ATS ROUTE R211 TO ATS ROUTE B150-BIRBO-REVGA.	200512
R211	9720	W	W	UHHH	1	VERT LIMITS ARE FL397/FL99 AND FL528/FL430. FL528/FL430  AVAILABLE ON AGREEMENT WITH ATC.	200509
R211	9730	W	W	UHHH	1	VERT LIMITS ARE FL397/FL99 AND FL528/FL430. FL528/FL430  AVAILABLE ON AGREEMENT WITH ATC.	200509
R211	9740	W	W	UHHH	1	VERT LIMITS ARE FL397/FL197 AND FL528/FL430. FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200509
R211	9750	W	W	UHBA	1	VERT LIMITS ARE FL397/FL197 AND FL528/FL430. FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200509
R211	9760	W	W	UHBB	1	VERT LIMITS ARE FL397/FL197 AND FL528/FL430. FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200509
R211	9770	W	W	UHBI	1	VERT LIMITS ARE FL397/FL197 AND FL528/FL430. FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200509
R211	9780	W	W	UHBI	1	VERT LIMITS ARE FL397/FL197 AND FL528/FL430. FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200509
R211	9790	W	W	UHBI	1	VERT LIMITS ARE FL397/FL187 AND FL528/FL430 FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200509
R211	9800	W	W	UHBI	1	VERT LIMITS ARE FL397/FL187 AND FL528/FL430 FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC. UIKK CRP TO AMBAR CRP 10 MIN LONGITUDINAL SEPARATION BTN ACFT AT CO-ALT.	200509
R211	9810	W	W	UIAM	1	VERT LIMITS ARE FL397/FL187 AND FL528/FL430 FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC. UIKK CRP TO AMBAR CRP 10 MIN LONGITUDINAL SEPARATION BTN ACFT AT CO-ALT.	200509
R211	9820	W	W	UIAM	1	UIKK CRP TO AMBAR CRP 10 MIN LONGITUDINAL SEPARATION BTN ACFT AT CO-ALT.	200509
R211	9830	W	W	UIKB	1	UIKK CRP TO AMBAR CRP 10 MIN LONGITUDINAL SEPARATION BTN ACFT AT CO-ALT.	200509
R211	9840	W	W	UIKK	1	UIKK CRP TO AMBAR CRP 10 MIN LONGITUDINAL SEPARATION BTN ACFT AT CO-ALT.	200509
R211	9870	W	W	UNKB	1	ATC IN ENGLISH IS NOT PROVIDED FROM DOLIR CRP TO RI NDB ALTS FL197/FL187.	200509
R211	9880	W	W	UNII	1	ATC IN ENGLISH IS NOT PROVIDED FROM DOLIR CRP TO RI NDB ALTS FL197/FL187.	200509
R211	9890	W	W	UNII	1	ATC IN ENGLISH IS NOT PROVIDED FROM DOLIR CRP TO RI NDB ALTS FL197/FL187.	200509
R211	9900	W	W	UNII	1	ATC IN ENGLISH IS NOT PROVIDED FROM DOLIR CRP TO RI NDB ALTS FL197/FL187.	200509
R211	9910	W	W	UNLL	1	ATC IN ENGLISH IS NOT PROVIDED FROM DOLIR CRP TO RI NDB ALTS FL197/FL187.	200508
R22	340	E	W	UELL	1	VERT LIMITS ARE FL397/FL237 AND FL528/FL430. FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200602
R22	390	E	W	UHHH	1	Vert Limits FL528/FL430 and FL397/FL332.  FL528/FL430 AVBL on coordination with ATC.	200602
R22	690	E	W	UUWV	1	VERT LIMITS FL167/FL40 AND FL331/FL187.	200509
R22	9310	W	W	UUWV	1	VERT LIMITS FL167/FL40 AND FL331/FL187.	200509
R22	9330	W	W	UUWV	1	VERT LIMITS ARE FL167/FL40 AND FL331/FL187.	200509
R22	9610	W	W	UHHH	1	Vert Limits FL528/FL430 and FL397/FL332.  FL528/FL430 AVBL on coordination with ATC.	200602
R22	9660	W	W	UELL	1	VERT LIMITS ARE FL397/FL237 AND FL528/FL430. FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200602
R227	10	E	W	URRV	1	VERT LIMITS FL88/FL59 AND FL429/FL168.	200312
R227	20	E	W	URRV	1	VERT LIMITS FL88/FL59 AND FL429/FL168.	200313
R227	9980	W	W	URRV	1	VERT LIMITS FL88/FL59 AND FL429/FL168.	200313
R227	9990	W	W	URRV	1	VERT LIMITS FL88/FL59 AND FL429/FL168.	200312
R228	10	E	W	UMMM	1	VERT LIMITS FL100-FL180 and FL280-FL360.	200402
R228	20	E	W	UMMM	1	VERT LIMITS FL100-FL180 and FL280-FL360.	200507
R228	70	E	W	UUWV	1	FL148 AND FL226/FL217 AVAILABLE AFTER COORDINATION WITH ATC.	200603
R228	80	E	W	UUWV	1	FL148 AND FL226/FL217 AVAILABLE AFTER COORDINATION WITH ATC.	200603
R228	9920	W	W	UUWV	1	FL148 AND FL226/FL217 AVAILABLE AFTER COORDINATION WITH ATC.	200603
R228	9930	W	W	UUWV	1	FL148 AND FL226/FL217 AVAILABLE AFTER COORDINATION WITH ATC.	200603
R228	9980	W	W	UMMM	1	VERT LIMITS FL100-FL180 and FL280-FL360.	200507
R228	9990	W	W	UMMM	1	VERT LIMITS FL100-FL180 and FL280-FL360.	200402
R232	10	E	W	EPWW	1	CDR 1, 2, 3	200506
R232	20	E	W	EPWW	1	CDR 1, 2, 3	200511
R232	30	E	W	EPWW	1	CDR 1,2,3	200511
R232	130	E	W	LZBB	1	AVBL ONLY FOR FLTS FROM/TO LZTT AD AND LZKZ AD.	200601
R232	140	E	W	LZBB	1	AVBL ONLY FOR FLTS FROM/TO LZTT AD AND LZKZ AD.	200601
R232	150	E	W	LZBB	1	AVBL ONLY FOR FLTS FROM/TO LZTT AD AND LZKZ AD.	200601
R232	160	E	W	LZBB	1	AVBL ONLY FOR FLTS FROM/TO LZTT AD AND LZKZ AD.	200601
R232	9840	W	W	LZBB	1	AVBL ONLY FOR FLTS FROM/TO LZTT AD AND LZKZ AD.	200601
R232	9850	W	W	LZBB	1	AVBL ONLY FOR FLTS FROM/TO LZTT AD AND LZKZ AD.	200601
R232	9860	W	W	LZBB	1	AVBL ONLY FOR FLTS FROM/TO LZTT AD AND LZKZ AD.	200601
R232	9870	W	W	LZBB	1	AVBL ONLY FOR FLTS FROM/TO LZTT AD AND LZKZ AD.	200601
R232	9970	W	W	EPWW	1	CDR 1,2,3	200511
R232	9980	W	W	EPWW	1	CDR 1, 2, 3	200511
R232	9990	W	W	EPWW	1	CDR 1, 2, 3	200506
R236	10	E	W	EPWW	1	CDR 1, 2, 3	200510
R236	20	E	W	EPWW	1	CDR 1,2,3	200510
R236	30	E	W	EPWW	1	CDR 1, 2, 3	200510
R236	40	E	W	EPWW	1	CDR 1, 2, 3	200510
R236	9960	W	W	EPWW	1	CDR 1, 2, 3	200510
R236	9970	W	W	EPWW	1	CDR 1, 2, 3	200510
R236	9980	W	W	EPWW	1	CDR 1,2,3	200510
R236	9990	W	W	EPWW	1	CDR 1, 2, 3	200510
R245	10	E	W	UMMM	1	LAVAR CRP is a meteorological report point.	200402
R245	9990	W	W	UMMM	1	LAVAR CRP is a meteorological report point.	200402
R27	20	E	W	UNNT	1	VERT LIMITS ARE FL147/FL50 AND FL397/FL197.	200312
R27	40	E	W	UNNT	1	VERT LIMITS FL206/FL167 AND FL397/FL246.	200602
R27	50	E	W	UNLL	1	VERT LIMITS FL206/FL167 AND FL397/FL246.	200602
R27	9950	W	W	UNLL	1	VERT LIMITS FL206/FL167 AND FL397/FL246.	200602
R27	9960	W	W	UNNT	1	VERT LIMITS FL206/FL167 AND FL397/FL246.	200602
R27	9980	W	W	UNNT	1	VERT LIMITS ARE FL147/FL50 AND FL397/FL197.	200312
R28	30	E	W	LFFF	1	OKEKO to OKEPI segment cannot be used when LFR20B1 is active.	200508
R29	10	E	W	LECM	1	NOT AVAILABLE WHEN LED42 AND LED104 ARE ACTIVATED.	200507
R29	9990	W	W	LECM	1	NOT AVAILABLE WHEN LED42 AND LED104 ARE ACTIVATED.	200507
R30	40	E	W	ULLL	1	Vert Limits are FL397/FL348, FL 331/FL168, and FL88/FL79.  FL 397/FL348 AVBL on coordination with ATC.	200602
R30	100	E	W	UUYY	1	FLIGHT LEVELS FROM FL299/ FL381 ARE CLOSED FOR NO-SCHEDULED ACFT BETWEEN 0900-1200  DAILY ON SEG AKADA -NODES.	200602
R30	110	E	W	UUYY	1	FLIGHT LEVELS FROM FL299/ FL381 ARE CLOSED FOR NO-SCHEDULED ACFT BETWEEN 0900-1200  DAILY ON SEG AKADA -NODES.	200602
R30	120	E	W	UUYY	1	BETWEEN UKHTA VOR UHT AND EKIMCHAN NDB QA IS AUTHORIZED FOR ACFT WHICH HAVE MACHNUMBER 0.84 AND ABOVE.  FLIGHT LEVELS FROM FL299/ FL381 ARE CLOSED FOR NO-SCHEDULED ACFT BETWEEN 0900-1200  DAILY ON SEG AKADA -NODES.	200602
R30	130	E	W	UUYP	1	BETWEEN UKHTA VOR UHT AND EKIMCHAN NDB QA IS AUTHORIZED FOR ACFT WHICH HAVE MACHNUMBER 0.84 AND ABOVE.	200602
R30	140	E	W	USDD	1	BETWEEN UKHTA VOR UHT AND EKIMCHAN NDB QA IS AUTHORIZED FOR ACFT WHICH HAVE MACHNUMBER 0.84 AND ABOVE.	200602
R30	150	E	W	USDD	1	BETWEEN UKHTA VOR UHT AND EKIMCHAN NDB QA IS AUTHORIZED FOR ACFT WHICH HAVE MACHNUMBER 0.84 AND ABOVE.	200602
R30	160	E	W	USDD	1	BETWEEN UKHTA VOR UHT AND EKIMCHAN NDB QA IS AUTHORIZED FOR ACFT WHICH HAVE MACHNUMBER 0.84 AND ABOVE.	200602
R30	170	E	W	USDS	1	BETWEEN UKHTA VOR UHT AND EKIMCHAN NDB QA IS AUTHORIZED FOR ACFT WHICH HAVE MACHNUMBER 0.84 AND ABOVE.	200602
R30	180	E	W	USDS	1	BETWEEN UKHTA VOR UHT AND EKIMCHAN NDB QA IS AUTHORIZED FOR ACFT WHICH HAVE MACHNUMBER 0.84 AND ABOVE.	200602
R30	190	E	W	UOTT	1	BETWEEN UKHTA VOR UHT AND EKIMCHAN NDB QA IS AUTHORIZED FOR ACFT WHICH HAVE MACHNUMBER 0.84 AND ABOVE.	200603
R30	200	E	W	UOTT	1	BETWEEN UKHTA VOR UHT AND EKIMCHAN NDB QA IS AUTHORIZED FOR ACFT WHICH HAVE MACHNUMBER 0.84 AND ABOVE.	200602
R30	210	E	W	UNIT	1	BETWEEN UKHTA VOR UHT AND EKIMCHAN NDB QA IS AUTHORIZED FOR ACFT WHICH HAVE MACHNUMBER 0.84 AND ABOVE.	200602
R30	220	E	W	UNIT	1	BETWEEN UKHTA VOR UHT AND EKIMCHAN NDB QA IS AUTHORIZED FOR ACFT WHICH HAVE MACHNUMBER 0.84 AND ABOVE.	200602
R30	230	E	W	UERR	1	BETWEEN UKHTA VOR UHT AND EKIMCHAN NDB QA IS AUTHORIZED FOR ACFT WHICH HAVE MACHNUMBER 0.84 AND ABOVE. VERT LIMITS ARE FL397/FL266 AND FL528/FL430. FL528/FL430ARE AVAILABLE ON COORDINATION WITH ATC.	200602
R30	240	E	W	UERR	1	BETWEEN UKHTA VOR UHT AND EKIMCHAN NDB QA IS AUTHORIZED FOR ACFT WHICH HAVE MACHNUMBER 0.84 AND ABOVE. VERT LIMITS ARE FL397/FL266 AND FL528/FL430. FL528/FL430ARE AVAILABLE ON COORDINATION WITH ATC.	200602
R30	250	E	W	UERR	1	BETWEEN UKHTA VOR UHT AND EKIMCHAN NDB QA IS AUTHORIZED FOR ACFT WHICH HAVE MACHNUMBER 0.84 AND ABOVE.  VERT LIMITS ARE FL397/FL299 AND FL528/FL430. FL528/FL430AVAILABLE ON AGREEMENT WITH ATC.	200602
R30	260	E	W	UEMO	1	BETWEEN UKHTA VOR UHT AND EKIMCHAN NDB QA IS AUTHORIZED FOR ACFT WHICH HAVE MACHNUMBER 0.84 AND ABOVE.  VERT LIMITS ARE FL397/FL299 AND FL528/FL430. FL528/FL430AVAILABLE ON AGREEMENT WITH ATC.	200602
R30	270	E	W	UEMO	1	VERT LIMITS ARE FL397/FL237 AND FL528/FL430.  FL528/FL430 AVAILABLE ON AGREEMENTWITH ATC.  BETWEEN UKHTA VOR UHT AND EKIMCHAN NDB QA IS AUTHORIZED FOR ACFT WHICH HAVE MACHNUMBER 0.84 AND ABOVE.	200602
R30	280	E	W	UELL	1	VERT LIMITS ARE FL397/FL237 AND FL528/FL430.  FL528/FL430 AVAILABLE ON AGREEMENTWITH ATC.  BETWEEN UKHTA VOR UHT AND EKIMCHAN NDB QA IS AUTHORIZED FOR ACFT WHICH HAVE MACHNUMBER 0.84 AND ABOVE.	200602
R30	290	E	W	UELL	1	VERT LIMITS ARE FL397/FL237 AND FL528/FL430.  FL528/FL430 AVAILABLE ON AGREEMENTWITH ATC.  BETWEEN UKHTA VOR UHT AND EKIMCHAN NDB QA IS AUTHORIZED FOR ACFT WHICH HAVE MACHNUMBER 0.84 AND ABOVE.	200602
R30	300	E	W	UELL	1	VERT LIMITS ARE FL397/FL237 AND FL528/FL430.  FL528/FL430 AVAILABLE ON AGREEMENTWITH ATC.  BETWEEN UKHTA VOR UHT AND EKIMCHAN NDB QA IS AUTHORIZED FOR ACFT WHICH HAVE MACHNUMBER 0.84 AND ABOVE.	200602
R30	310	E	W	UELL	1	VERT LIMITS ARE FL397/FL237 AND FL528/FL430.  FL528/FL430 AVAILABLE ON AGREEMENTWITH ATC.  BETWEEN UKHTA VOR UHT AND EKIMCHAN NDB QA IS AUTHORIZED FOR ACFT WHICH HAVE MACHNUMBER 0.84 AND ABOVE.	200602
R30	320	E	W	UELL	1	VERT LIMITS ARE FL397/FL237 AND FL528/FL430.  FL528/FL430 AVAILABLE ON AGREEMENTWITH ATC.  BETWEEN UKHTA VOR UHT AND EKIMCHAN NDB QA IS AUTHORIZED FOR ACFT WHICH HAVE MACHNUMBER 0.84 AND ABOVE.	200602
R30	330	E	W	UHBP	1	VERT LIMITS ARE FL397/FL237 AND FL528/FL430.  FL528/FL430 AVAILABLE ON AGREEMENTWITH ATC.  BETWEEN UKHTA VOR UHT AND EKIMCHAN NDB QA IS AUTHORIZED FOR ACFT WHICH HAVE MACHNUMBER 0.84 AND ABOVE.	200602
R30	340	E	W	UHHH	1	VERT LIMITS FL397/FL187 AND FL528/FL430.  EASTBOUND TRAFFIC ONLY BTN FL397/FL187. FL528/FL430 AVAILABLE ON COORDINATION WITH ATC.	200602
R30	350	E	W	UHHH	1	VERT LIMITS FL397/FL187 AND FL528/FL430.  EASTBOUND TRAFFIC ONLY BTN FL397/FL187. FL528/FL430 AVAILABLE ON COORDINATION WITH ATC.	200602
R30	360	E	W	ULWW	1	VERT LIMITS FL397/FL187 AND FL528/FL430.  EASTBOUND TRAFFIC ONLY BTN FL397/FL187. FL528/FL430 AVAILABLE ON COORDINATION WITH ATC.	200602
R30	9640	W	W	ULWW	1	VERT LIMITS FL397/FL187 AND FL528/FL430.  EASTBOUND TRAFFIC ONLY BTN FL397/FL187. FL528/FL430 AVAILABLE ON COORDINATION WITH ATC.	200602
R30	9650	W	W	UHHH	1	VERT LIMITS FL397/FL187 AND FL528/FL430.  EASTBOUND TRAFFIC ONLY BTN FL397/FL187. FL528/FL430 AVAILABLE ON COORDINATION WITH ATC.	200602
R30	9660	W	W	UHHH	1	VERT LIMITS FL397/FL187 AND FL528/FL430.  EASTBOUND TRAFFIC ONLY BTN FL397/FL187. FL528/FL430 AVAILABLE ON COORDINATION WITH ATC.	200602
R30	9670	W	W	UHBP	1	VERT LIMITS ARE FL397/FL237 AND FL528/FL430.  FL528/FL430 AVAILABLE ON AGREEMENTWITH ATC.  BETWEEN UKHTA VOR UHT AND EKIMCHAN NDB QA IS AUTHORIZED FOR ACFT WHICH HAVE MACHNUMBER 0.84 AND ABOVE.	200602
R30	9680	W	W	UELL	1	VERT LIMITS ARE FL397/FL237 AND FL528/FL430.  FL528/FL430 AVAILABLE ON AGREEMENTWITH ATC.  BETWEEN UKHTA VOR UHT AND EKIMCHAN NDB QA IS AUTHORIZED FOR ACFT WHICH HAVE MACHNUMBER 0.84 AND ABOVE.	200602
